,label,text,target
2904,ham,"Subject: kcs resources nom - april 1
the nom for kcs resources ( deal # 125822 ) at meter # 9658 has been revised from 7 , 129 to 5 , 500 .
bob",yes
5140,spam,"Subject: young pussies
tonya could feel the glow of the hundreds of candles on her bare skin .
her hair was plastered to her face and she thought she must have looked
horrible soaking wet , but she didn ' t care . gabriel thought she was beautiful
and that was all she needed to know . tonya slid toward him in the warm water .
all inside !
remove your email
",no
1246,ham,"Subject: settelement request for an equistar "" buyback "" ticket with ena as
shipper
it ' s been created - sitara # 343421
- - - - - - - - - - - - - - - - - - - - - - forwarded by lee l papayoti / hou / ect on 07 / 25 / 2000
10 : 47 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd 07 / 25 / 2000 10 : 47 am
to : lee l papayoti / hou / ect @ ect
cc :
subject : settelement request for an equistar "" buyback "" ticket with ena as
shipper
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 07 / 25 / 2000
10 : 46 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd 07 / 25 / 2000 10 : 29 am
to : lucy ortiz / hou / ect @ ect , craig breslau / hou / ect @ ect
cc : anita luong / hou / ect @ ect , lee l papayoti / hou / ect @ ect , daren j
farmer / hou / ect @ ect , pat clynes / corp / enron @ enron
subject : settelement request for an equistar "" buyback "" ticket with ena as
shipper
i spoke to anita this morning and she suggested i forward you this request
to set up a sitara ticket for an "" ena "" deal
ticket to handle the buyback on meters 981373 & 981384 that pretain to
equistar for june and july 2000 .
equistar invoice can not be drafted without this deal ticket .
this is an urgent request for settlement to finalize equistar invoice for
june 2000 activity .
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 07 / 25 / 2000
10 : 23 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd 07 / 14 / 2000 10 : 27 am
to : craig breslau / hou / ect @ ect
cc : anita luong / hou / ect @ ect , lee l papayoti / hou / ect @ ect , daren j
farmer / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : settelement request for an equistar "" buyback "" ticket with ena as
shipper
lee ask me to forward this note - mail to you . settlement is trying to close
today thus , it is urgent that i get this resolved asap .
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 07 / 14 / 2000
10 : 24 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd 07 / 14 / 2000 09 : 29 am
to : lee l papayoti / hou / ect @ ect
cc : anita luong / hou / ect @ ect , daren j farmer / hou / ect @ ect
subject : settelement request for an equistar "" buyback "" ticket with ena as
shipper
daren wanted me to make this request to you for an equistar buyback ticket
on enron north america { ena } .
equistar has nominated activity on ena for june and july 2000 production .
settlement seems to think a buyback ticket is necessary to properly account
for equistar ' s monthly activity .",yes
309,ham,"Subject: re : lindholm oil , inc .
the new sitara no . is 168509",yes
2574,ham,"Subject: noms / actual flow for 14 th / 15 th
liz , sorry the actuals for the 14 th were late . we just received them today .
we agree .
- - - - - - - - - - - - - - - - - - - - - - forwarded by melissa jones / texas utilities on
02 / 16 / 2001
10 : 37 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
kponton @ duke - energy . com on 02 / 16 / 2001 10 : 20 : 39 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu
cc : dcspencer @ duke - energy . com
subject : noms / actual flow for 14 th / 15 th
day nom actual flow
2 / 14 25 , 000 25 , 959
2 / 15 60 , 000 64 , 837
all volumes are in mmbtu ' s",yes
315,ham,"Subject: nom for 2 / 17
for 2 / 17 , the nom into eastrans is 37 , 625 mmbtu , which is 35 , 000 mcf .
please increase nom into pg & e to 30 , 625 mmbtu . 7 , 000 will come from
fuels cotton valley , and sale of 500 mmbtu / / d remains in place .",yes
2708,ham,"Subject: txu noms . for 3 / 14 / 01
( see attached file : hplno 314 . xls )
- hplno 314 . xls",yes
1814,ham,"Subject: txu noms . for 10 / 14 - 16 / 00
attached , please find the txu nominations for the weekend of october 14 - 16 ,
2000 .
no scheduled flows
( see attached file : hplnl 014 . xls )
- hplnl 014 . xls",yes
3361,ham,"Subject: re : txu fuel deals imbalances
i ' m not sure , this request is coming from settlements . . . o
- - - - - original message - - - - -
from : farmer , daren j .
sent : thursday , june 28 , 2001 10 : 28 am
to : winfree , o ' neal d .
subject : re : txu fuel deals imbalances
ow ,
was this passed through janet wallis ?
d
- - - - - original message - - - - -
from : winfree , o ' neal d .
sent : thursday , june 28 , 2001 10 : 18 am
to : farmer , daren j .
subject : fw : txu fuel deals imbalances
daren ,
the deals listed below are related to tufco imbalances . . . let me know if you have any objections to me entering the deals . . . o ' neal 3 - 9686
- - - - - original message - - - - -
from : griffin , rebecca
sent : thursday , june 28 , 2001 9 : 58 am
to : winfree , o ' neal d .
subject : txu fuel deals
as my voice mail said , could you add deals for the following :
date : 1 / 31 - 1 / 31
location : pgev / for tufco / 4300101
volume : 1 , 357 mmbtu
price : $ 3 . 94
this should be entered as a purchase with enron as buyer
date : 4 / 30 - 4 / 30
location : pgev / for tufco / 4300101
volume : 8 , 726 mmbtu
price : $ 3 . 94
this should be entered as a sale with enron as seller
date : 5 / 31 - 5 / 31
location : pgev / for tufco / 4300101
volume : 9 , 912 mmbtu
price : $ 3 . 94
this should be entered as a purchase with enron as buyer
this is related to the txu fuel wagner brown contract . please let me know if you have any questions .
thanks ,
rebecca
713 - 571 - 3189",yes
2225,ham,"Subject: hpl meter # 980417 hpl / kmid - seven oaks
daren :
on 11 / 30 / 99 , the above meter has recorded flow of 26 mmbtus . there were no
deals at this meter during november 1999 or december 1999 . logistics needs
approval to writeoff these volumes to unaccounted for gas . please print ,
sign , and return original to clem cernosek .
approval to writeoff the volumes to unaccounted for gas loss
thanks ,
clem cernosek",yes
4718,spam,"Subject: the bast phharma out ther - same da - y shijpping ! chromium
hi ! this is for sure one of the best pahrma we can
offer you . we can give special deels and
more . just enter the pharmma now .
don ' t hesitate alb
nah cloy
cloven crossword blank compote centrex . assumption chump babbitt chinchilla . cauldron calvary bobby aspirant aspect .
apotheosis cameraman alluvium conclusion . agglomerate bergland consular choreography caracas .
arsine bandpass carlyle . confident buzzer combine . commemorate assignee crinkle biscuit antiperspirant .
coalesce amphioxis biddy baseman arrack . bashful aloe al . alcoa assyria bottommost abreast buzzing d ' etat . camel billiard bland cufflink .",no
1833,ham,"Subject: re : cornhusker
john ,
i have a draft that i have been working on revising - - got pulled off to work
on triple lutz again and may not have anything to distribute until late next
week - - i will be out of the office on triple lutz the rest of today and
tomorrow and then out of town until the 25 th - - i will try to get something to
you to look at before i go but can make no guarantees - -
sandi
john griffith @ enron
10 / 17 / 2000 08 : 17 am
to : sandi m braband / hou / ect @ ect
cc :
subject : cornhusker
sandi ,
what is going on with cornhusker ? have we made any progress on the
agreement ? please let me know where we stand . thanks .
john",yes
4635,spam,"Subject: notebookplus batteries
visit : http : / / www . computron - me . com for deals
!
your one stop distributorjebel ali duty free zonedubai , uae . www . computron - me . com
for latest clearance sale listing contact our
sales department .
for further details please send
your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com
compaq
hewlett packard
3 com
dell
intel
iomega
epson
aopen
creative
toshiba
apc
cisco
us
robotics
microsoft
canon
intellinet
targus
viewsonic
ibm
sony
- - - - - - - and lots more
! ! !
if you have any
complaints / suggestions contact : customerservice @ computron - me . com
tel + 971 4
8834464
all prices in u . s . dollars , ex - works ,
fax + 971 4
8834454
jebel ali duty free zone
www . computron - me . com
prices and availability subject to change
usa -
canada u . a . e .
without
notice .
to receive our special offers
in plain
text format reply to this
mail with the request * for
export only *
this
email can not be considered spam as long as we include : contact
information remove instructions . this message is intended for dealer
and resellers only . if you have somehow gotten on this list in error , or
for any other reason would like to be removed , please reply with "" remove
"" in the subject line of your message . this message is being sent to you
in compliance with the federal legislation for commercial e - mail
( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii
passed by the 105 th u . s . congress .
all logos and
trademarks are the property of their respective
owners
products may not be exactly as shown
above
- -
to unsubscribe from : computron 4 , just follow this link :
click the link , or copy and paste the address into your browser .
please give it atleast 48 hours for unsubscription to be effective .",no
